Name,Latest Chapter,Dated Released,depth,download_timeout,download_slot,download_latency,Link,Genre,Status,Rating,img-link
"The World's Best Assassin, Reincarnated In A Different World As An Aristocrat",Chapter 11.3,"Feb 05,21",93,180.0,manganelo.com,0.2967064380645752,https://manganelo.com/manga/qg918612,"Action,Adventure,Fantasy,Harem,Romance,Shounen",Ongoing,4.74,https://avt.mkklcdnv6temp.com/1/x/17-1583497147.jpg
Star Dream Idol Project,Chapter 197,"Feb 01,21",95,180.0,manganelo.com,0.2874600887298584,https://manganelo.com/manga/ywbe258811573873688,"Comedy,Drama,Romance,School life,Shoujo,Slice of life",Ongoing,4.53,https://avt.mkklcdnv6temp.com/38/l/15-1583492955.jpg
Heartbeat Teleportation,Chapter 18,"Feb 01,21",95,180.0,manganelo.com,0.28205251693725586,https://manganelo.com/manga/jj924873,"Drama,Romance,Webtoons",Ongoing,4.63,https://avt.mkklcdnv6temp.com/43/w/22-1607444655.jpg
Furin Shokudou,Chapter 13: Posthaste...,"Feb 01,21",95,180.0,manganelo.com,0.29010772705078125,https://manganelo.com/manga/ps925051,"Comedy,Cooking,Drama,Romance,Seinen,Slice of life,Smut",Ongoing,2.41,https://avt.mkklcdnv6temp.com/1/c/22-1609732910.jpg
Definitely A Vampire,Chapter 106 End,"Feb 01,21",95,180.0,manganelo.com,0.29544997215270996,https://manganelo.com/manga/od925413,"Comedy,Fantasy,Romance,Shoujo",Ongoing,3.15,https://avt.mkklcdnv6temp.com/15/x/23-1612142844.jpg
Oshi Ga Tonari De Jugyou Ni Shuuchuu Dekinai!,Chapter 3: Inevitable Contact,"Feb 01,21",95,180.0,manganelo.com,0.2895340919494629,https://manganelo.com/manga/as925422,"School life,Slice of life,Yuri",Ongoing,4.26,https://avt.mkklcdnv6temp.com/16/g/23-1612148580.jpg
"Eiyu-Oh, Bu Wo Kiwameru Tame Tensei Su, Soshite, Sekai Saikyou No Minarai Kisi",Vol.2 Chapter 10,"Feb 01,21",95,180.0,manganelo.com,0.28471827507019043,https://manganelo.com/manga/je921791,"Action,Adventure,Fantasy",Ongoing,4.56,https://avt.mkklcdnv6temp.com/19/m/20-1583501773.jpg
A Gyaru And Otaku Who Have Entered A School Where They Will Have To Dropout If They Cannot Get A Lover!,Oneshot,"Feb 01,21",95,180.0,manganelo.com,0.29415011405944824,https://manganelo.com/manga/mo925426,"Comedy,Romance,Shounen",Ongoing,4.62,https://avt.mkklcdnv6temp.com/16/k/24-1612173997.jpg
Shikabane-Gatana,Chapter 6,"Feb 01,21",95,180.0,manganelo.com,0.2954070568084717,https://manganelo.com/manga/tj923869,"Action,Adventure,Shounen",Ongoing,4.8,https://avt.mkklcdnv6temp.com/2/s/22-1598167701.jpg
Kareshi Ni Donhiki Saretai Minamoto-San,Oneshot,"Feb 01,21",95,180.0,manganelo.com,0.32949113845825195,https://manganelo.com/manga/qp925425,"Comedy,One shot,Romance,Seinen",Ongoing,4.76,https://avt.mkklcdnv6temp.com/16/j/23-1612173804.jpg
Boukensha Ni Naritai To Miyako Ni Deteitta Musume Ga S Rank Ni Natteta,Chapter 23,"Feb 01,21",95,180.0,manganelo.com,0.29306530952453613,https://manganelo.com/manga/zyms278151561861678,"Action,Adventure,Comedy,Fantasy,Shounen",Ongoing,4.84,https://avt.mkklcdnv6temp.com/31/l/16-1583494599.jpg
Ijiwaru Joukyuu Kokumin Wa Jouhinna Yajuu ~Gokujou Sex Ni Gakeppuchi Hoikushi Wa Asamade Torokeru~,Chapter 5,"Feb 01,21",95,180.0,manganelo.com,0.2721428871154785,https://manganelo.com/manga/cl925224,"Josei,Romance,Smut",Ongoing,4.39,https://avt.mkklcdnv6temp.com/8/h/23-1611111531.jpg
Super Soldier,Chapter 16,"Feb 01,21",95,180.0,manganelo.com,0.28116345405578613,https://manganelo.com/manga/tf923998,"Action,Adventure,Romance",Ongoing,4.34,https://avt.mkklcdnv6temp.com/8/c/22-1599068059.jpg
Get Back,Chapter 32: Butterfly Effect (1),"Feb 01,21",95,180.0,manganelo.com,0.38001108169555664,https://manganelo.com/manga/zs921774,"Action,Drama,Webtoons",Ongoing,4.7,https://avt.mkklcdnv6temp.com/18/v/20-1583501750.jpg
Akuma To Keiyaku (Haru),Vol.2 Chapter 7.5,"Feb 01,21",95,180.0,manganelo.com,0.3018217086791992,https://manganelo.com/manga/akuma_to_keiyaku_haru,"Romance,Yaoi",Ongoing,4.76,https://avt.mkklcdnv6temp.com/1/y/14-1583491540.jpg
Chihayafuru: Middle School Arc,Chapter 14: 14Th Poem,"Feb 01,21",95,180.0,manganelo.com,0.34059619903564453,https://manganelo.com/manga/qu923154,"Comedy,Drama,Josei,Romance,School life,Slice of life,Sports",Ongoing,4.24,https://avt.mkklcdnv6temp.com/23/y/21-1591113779.jpg
Photo Shoot,Chapter,"Feb 02,21",95,180.0,manganelo.com,0.33933472633361816,https://manganelo.com/manga/ml925437,"Shoujo ai,Yuri",Ongoing,4.72,https://avt.mkklcdnv6temp.com/16/w/23-1612195313.jpg
Favorite Part,Chapter 29,"Feb 02,21",95,180.0,manganelo.com,0.3358902931213379,https://manganelo.com/manga/bx921621,"Drama,Romance",Completed,3.52,https://avt.mkklcdnv6temp.com/13/d/20-1583501535.jpg
She Brought Up The Friendly Protagonist As A Villain.,Chapter 3.6: Author's Note,"Feb 02,21",95,180.0,manganelo.com,0.3298501968383789,https://manganelo.com/manga/fl925450,"Fantasy,Romance",Ongoing,4.39,https://avt.mkklcdnv6temp.com/17/l/23-1612198001.jpg
Please Stamp Me!,Chapter 8,"Jan 31,21",96,180.0,manganelo.com,0.29886579513549805,https://manganelo.com/manga/th923656,Romance,Ongoing,4.73,https://avt.mkklcdnv6temp.com/44/h/21-1596517929.jpg
Detroit Metal City,Chapter 113.5: Special - The Day Dmc Was Born,"Jan 31,21",96,180.0,manganelo.com,0.2910144329071045,https://manganelo.com/manga/read_detroit_metal_city_manga_online,"Adult,Comedy,Seinen",Ongoing,4.72,https://avt.mkklcdnv6temp.com/1/r/3-1583469715.jpg
What My Neighbor Is Eating - Wishful,Vol.5 Chapter 27,"Jan 31,21",96,180.0,manganelo.com,0.29973483085632324,https://manganelo.com/manga/um918161,"Comedy,Romance,Shoujo,Slice of life",Ongoing,4.71,https://avt.mkklcdnv6temp.com/35/w/17-1583496551.jpg
My Pet Lost Her Memories,Chapter 54: Fox's Feelings (3),"Jan 31,21",96,180.0,manganelo.com,0.2983090877532959,https://manganelo.com/manga/gu925178,"Comedy,Fantasy,Romance",Ongoing,2.07,https://avt.mkklcdnv6temp.com/6/i/23-1610595344.jpg
Rebirth Of The Divine Doctor ,Chapter 125.5,"Jan 31,21",96,180.0,manganelo.com,0.3870558738708496,https://manganelo.com/manga/qg921368,"Action,Adventure,Drama,Shoujo",Ongoing,4.47,https://avt.mkklcdnv6temp.com/3/q/20-1583501135.jpg
Sutenaide My Hero,Vol.2 Chapter 10,"Jan 31,21",96,180.0,manganelo.com,0.47325944900512695,https://manganelo.com/manga/sutenaide_my_hero,Yaoi,Ongoing,4.43,https://avt.mkklcdnv6temp.com/13/e/15-1583491937.jpg
Part-Time Yama,Chapter 6,"Jan 31,21",96,180.0,manganelo.com,0.29631996154785156,https://manganelo.com/manga/mq924206,Adventure,Ongoing,3.99,https://avt.mkklcdnv6temp.com/16/e/22-1600484448.jpg
Futaribeya,Vol.9 Chapter 68.5,"Jan 31,21",96,180.0,manganelo.com,0.4074244499206543,https://manganelo.com/manga/futaribeya,"Comedy,School life,Seinen,Shoujo ai,Slice of life",Ongoing,4.38,https://avt.mkklcdnv6temp.com/49/e/1-1583465647.jpg
River,Vol.1 Chapter 4: Always Connected,"Jan 31,21",96,180.0,manganelo.com,0.32671594619750977,https://manganelo.com/manga/river,"Drama,Fantasy,Psychological,Seinen,Tragedy",Ongoing,4.25,https://avt.mkklcdnv6temp.com/8/p/17-1583495574.jpg
Monster: The Quiet Beast’S Warmth,Chapter 5,"Jan 31,21",96,180.0,manganelo.com,0.3620719909667969,https://manganelo.com/manga/mr923703,"Drama,Fantasy,Romance",Ongoing,4.67,https://avt.mkklcdnv6temp.com/46/c/21-1596801973.jpg
I Want To Become The Hero's Bride (￣∇￣)ゞ,Vol.2 Chapter 10,"Jan 31,21",96,180.0,manganelo.com,0.34926795959472656,https://manganelo.com/manga/ae924520,"Action,Adventure,Comedy,Fantasy,Josei,Romance,Slice of life",Ongoing,4.69,https://avt.mkklcdnv6temp.com/29/e/22-1603099543.jpg
Kimiiro Shoujo,Vol.1 Chapter 6: This Is To Remember Us,"Jan 31,21",96,180.0,manganelo.com,0.3204073905944824,https://manganelo.com/manga/kimiiro_shoujo,Yuri,Ongoing,3.65,https://avt.mkklcdnv6temp.com/4/r/12-1583486001.jpg
Do It This Way If You Wear The Clothes For Ladies',Chapter 3: Which One Do You Like? ~3 Silhouette Types~,"Jan 31,21",96,180.0,manganelo.com,0.302462100982666,https://manganelo.com/manga/hh925378,"Josei,Slice of life",Ongoing,4.27,https://avt.mkklcdnv6temp.com/14/j/23-1612062900.jpg
"Three Lies, One Kiss",Chapter 1,"Jan 31,21",96,180.0,manganelo.com,0.3739631175994873,https://manganelo.com/manga/gp925266,"Romance,Shounen ai",Ongoing,3.37,https://avt.mkklcdnv6temp.com/9/x/23-1611540887.jpg
Empress Of The Last Days,Chapter 3,"Jan 31,21",96,180.0,manganelo.com,0.278658390045166,https://manganelo.com/manga/zo925366,"Action,Adventure,Drama,Fantasy",Ongoing,4.85,https://avt.mkklcdnv6temp.com/13/x/23-1612014086.jpg
Head Over Heels,Chapter 58,"Jan 31,21",96,180.0,manganelo.com,0.5479745864868164,https://manganelo.com/manga/ae925354,"Drama,Psychological,Romance",Ongoing,4.3,https://avt.mkklcdnv6temp.com/13/f/23-1612006069.jpg
Birdmen,Chapter 78: Last Flight,"Jan 31,21",96,180.0,manganelo.com,0.4499950408935547,https://manganelo.com/manga/birdmen,"Action,Comedy,School life,Sci fi,Shounen,Slice of life,Supernatural",Ongoing,4.76,https://avt.mkklcdnv6temp.com/22/t/2-1583466585.jpg
"You’Ve Come To The Wrong House, Villain",Chapter 0,"Jan 31,21",96,180.0,manganelo.com,0.30391907691955566,https://manganelo.com/manga/tu925367,"Fantasy,Romance,Shoujo",Ongoing,4.85,https://avt.mkklcdnv6temp.com/13/y/24-1612014842.jpg
The Dragon And The Dragon Slayer Priestess,Chapter 13,"Jan 31,21",96,180.0,manganelo.com,0.309999942779541,https://manganelo.com/manga/no919131,"Adventure,Comedy,Fantasy,Romance,Shoujo,Supernatural",Ongoing,4.75,https://avt.mkklcdnv6temp.com/20/x/18-1583497917.jpg
Low Temperature Blanket,Vol.1 Chapter 4,"Jan 31,21",96,180.0,manganelo.com,0.315995454788208,https://manganelo.com/manga/be920267,"Comedy,Drama,Romance,Shounen ai,Slice of life",Ongoing,3.9,https://avt.mkklcdnv6temp.com/12/p/19-1583499571.jpg
"A Story About Wanting To Commit Suicide, But It's Scary So I Find A Yandere Girl To Kill Me, But After 100 Days, I Somehow Got ○○",Chapter 82: Day 82,"Jan 31,21",96,180.0,manganelo.com,0.28694868087768555,https://manganelo.com/manga/xh923216,"Comedy,Romance",Ongoing,4.74,https://avt.mkklcdnv6temp.com/26/o/21-1591934182.jpg
Dokuro-San Ga Miteiru,Chapter 3,"Jan 31,21",96,180.0,manganelo.com,0.29241323471069336,https://manganelo.com/manga/iz924951,"Comedy,Romance,Seinen,Slice of life,Supernatural",Ongoing,4.76,https://avt.mkklcdnv6temp.com/46/z/22-1608267427.jpg
Koi Wa Iikara Nemuritai!,Chapter 5,"Jan 30,21",97,180.0,manganelo.com,0.29335856437683105,https://manganelo.com/manga/sd924678,"Romance,School life",Ongoing,4.76,https://avt.mkklcdnv6temp.com/35/o/22-1604765250.jpg
My Amazing Wechat,Chapter 296,"Jan 31,21",96,180.0,manganelo.com,0.3090972900390625,https://manganelo.com/manga/uz919977,"Action,Ecchi,Fantasy,School life,Manhua",Ongoing,4.09,https://avt.mkklcdnv6temp.com/2/c/19-1583499144.jpg
Don't Provoke Reborn-Ed Bamboo Horse,Chapter 60,"Jan 29,21",97,180.0,manganelo.com,0.3648672103881836,https://manganelo.com/manga/ia919881,"Romance,School life,Shoujo ai,Slice of life,Tragedy,Webtoons",Ongoing,4.3,https://avt.mkklcdnv6temp.com/48/n/18-1583498992.jpg
Shoukoku No Altair,Vol.23 Chapter 124: Surprise Attack,"Jan 29,21",97,180.0,manganelo.com,0.32178568840026855,https://manganelo.com/manga/shoukoku_no_altair,"Action,Adventure,Drama,Fantasy,Historical,Shounen",Ongoing,4.83,https://avt.mkklcdnv6temp.com/4/v/1-1583463854.jpg
Today's Shou-Joke Manhwa,Chapter 47,"Jan 29,21",97,180.0,manganelo.com,0.3157501220703125,https://manganelo.com/manga/yd920039,"Comedy,Romance",Ongoing,4.53,https://avt.mkklcdnv6temp.com/4/j/19-1583499241.jpg
Gokudou Juliet,Chapter 1: The Man In The Rain,"Jan 29,21",97,180.0,manganelo.com,0.5151185989379883,https://manganelo.com/manga/ml925295,"Drama,Romance",Ongoing,4.52,https://avt.mkklcdnv6temp.com/11/d/23-1611926428.jpg
"Of Course, I'll Claim Palimony!",Vol.3 Chapter 16,"Jan 30,21",97,180.0,manganelo.com,0.26286983489990234,https://manganelo.com/manga/fi918788,"Comedy,Drama,Fantasy,Romance,School life,Shoujo,Slice of life",Ongoing,4.55,https://avt.mkklcdnv6temp.com/8/f/18-1583497402.jpg
Ikemen Sengoku - Tenkabito No Onna Ni Naru Ki Wa Nai Ka,Vol.4 Chapter 16,"Jan 30,21",97,180.0,manganelo.com,0.30263495445251465,https://manganelo.com/manga/ikemen_sengoku_tenkabito_no_onna_ni_naru_ki_wa_nai_ka,"Action,Fantasy,Historical,Romance,Shoujo",Ongoing,4.79,https://avt.mkklcdnv6temp.com/29/c/16-1583494512.jpg
Is This What A God-Tier Game Means ?,Chapter 14: Where Gods End Up When They Have Too Much Free Time [End],"Jan 30,21",97,180.0,manganelo.com,0.34344935417175293,https://manganelo.com/manga/vv921198,"Comedy,Ecchi,Fantasy,Seinen,Shoujo ai,Supernatural,Yuri",Ongoing,4.49,https://avt.mkklcdnv6temp.com/47/e/19-1583500892.jpg
C.m.b.,Vol.45 Chapter 149: Treasure Of The Romanov (Part 3),"Jan 30,21",97,180.0,manganelo.com,0.27675604820251465,https://manganelo.com/manga/cmb,"Adventure,Comedy,Drama,Historical,Mystery,Psychological,Shounen",Ongoing,4.51,https://avt.mkklcdnv6temp.com/36/s/6-1583475616.jpg
Mojito,Chapter 27,"Jan 30,21",97,180.0,manganelo.com,0.33413171768188477,https://manganelo.com/manga/yq920839,"Drama,Romance,Webtoons,Yuri",Ongoing,4.43,https://avt.mkklcdnv6temp.com/33/p/19-1583500406.jpg
Sharing Life On A Deserted Island With An Elf,Vol.3 Chapter 12,"Jan 30,21",97,180.0,manganelo.com,0.2899925708770752,https://manganelo.com/manga/ey919477,"Comedy,Ecchi,Fantasy,Romance",Ongoing,4.24,https://avt.mkklcdnv6temp.com/33/m/18-1583498385.jpg
Yamada To Kase-San,Chapter 19: Cosmos And Kase-San,"Jan 30,21",97,180.0,manganelo.com,0.3336365222930908,https://manganelo.com/manga/yamada_to_kasesan,"Comedy,Romance,School life,Shoujo ai,Slice of life,Yuri",Ongoing,4.54,https://avt.mkklcdnv6temp.com/24/n/15-1583492336.jpg
Team Medical Dragon,Chapter 210.5: One Shot,"Jan 30,21",97,180.0,manganelo.com,0.3646688461303711,https://manganelo.com/manga/team_medical_dragon,"Drama,Mature,Medical,Psychological,Seinen,Slice of life",Ongoing,4.61,https://avt.mkklcdnv6temp.com/13/j/6-1583474656.jpg
Debby The Corsifa Is Emulous,Chapter 4: Riddles,"Jan 30,21",97,180.0,manganelo.com,0.4300515651702881,https://manganelo.com/manga/fe925206,"Comedy,Ecchi,Romance,Shounen,Slice of life,Supernatural",Ongoing,4.74,https://avt.mkklcdnv6temp.com/7/n/23-1610851057.jpg
Bobobo-Bo Bo-Bobo? - Sawai Yoshio Short Story Anthology,Chapter 8: Fierce Battle!! Rock-Paper-Scissors Island [End],"Jan 30,21",97,180.0,manganelo.com,0.3004777431488037,https://manganelo.com/manga/qt918858,"Action,Comedy,Martial arts,Shounen,Supernatural",Ongoing,3.07,https://avt.mkklcdnv6temp.com/10/t/18-1583497498.jpg
My Wish Is To Fall In Love Until You Die,Vol.4 Chapter 17.2,"Jan 30,21",97,180.0,manganelo.com,0.3092498779296875,https://manganelo.com/manga/fi917916,"Action,Fantasy,Romance,School life,Shoujo ai",,4.52,https://avt.mkklcdnv6temp.com/26/r/17-1583496212.jpg
Kojinsa Arimasu,Chapter 5: Menstruation,"Jan 30,21",97,180.0,manganelo.com,0.34024882316589355,https://manganelo.com/manga/ir925315,"Drama,Romance,Slice of life",Ongoing,4.99,https://avt.mkklcdnv6temp.com/12/a/23-1611977052.jpg
Ijime-Kko Ni Fukushuu!,Chapter 4,"Jan 30,21",97,180.0,manganelo.com,0.36130213737487793,https://manganelo.com/manga/rd925255,"Comedy,Drama,Romance,Yaoi",Ongoing,4.51,https://avt.mkklcdnv6temp.com/9/m/23-1611500374.jpg
My Classmates Are All Very Strange,Chapter 4: The Troubles Of Being Nobility,"Jan 30,21",97,180.0,manganelo.com,0.3581054210662842,https://manganelo.com/manga/tl925312,"Comedy,Romance",Ongoing,4.4,https://avt.mkklcdnv6temp.com/11/x/23-1611977048.jpg
Future Break Point,Chapter 1,"Jan 30,21",97,180.0,manganelo.com,0.3373074531555176,https://manganelo.com/manga/kp925309,"Action,Sci fi",Ongoing,4.31,https://avt.mkklcdnv6temp.com/11/r/23-1611969719.jpg
Noona Fan,Chapter 94 [End],"Jan 30,21",97,180.0,manganelo.com,0.3382124900817871,https://manganelo.com/manga/tp925308,"Comedy,Drama,Romance",Completed,4.42,https://avt.mkklcdnv6temp.com/11/q/23-1611969614.jpg
Resurrection Of The Catastrophic Hero,Chapter 0,"Jan 30,21",97,180.0,manganelo.com,0.3732614517211914,https://manganelo.com/manga/rw925324,"Action,Fantasy,Shounen,Supernatural",Ongoing,4.61,https://avt.mkklcdnv6temp.com/11/t/23-1611976556.jpg
Isekai Mahou Wa Okureteru! (Novel),Chapter 34,"Jan 27,21",98,180.0,manganelo.com,0.31751155853271484,https://manganelo.com/manga/isekai_mahou_wa_okureteru_novel,"Action,Adventure,Fantasy,Harem,Romance,Shounen",Ongoing,4.52,https://avt.mkklcdnv6temp.com/44/k/14-1583491288.jpg
Nozomanu Fushi No Boukensha,Chapter 32: The Lobelia Faith,"Jan 27,21",98,180.0,manganelo.com,0.3035848140716553,https://manganelo.com/manga/nozomanu_fushi_no_boukensha,"Action,Adventure,Fantasy,Harem,Mystery,Shounen,Supernatural",Ongoing,4.84,https://avt.mkklcdnv6temp.com/15/d/16-1583494017.jpg
Evil Match,Chapter 114,"Jan 27,21",98,180.0,manganelo.com,0.32669758796691895,https://manganelo.com/manga/yp921778,"Romance,Tragedy,Webtoons",Ongoing,4.3,https://avt.mkklcdnv6temp.com/18/z/20-1583501755.jpg
Pharaoh's First Favorite Queen,Chapter 72,"Jan 27,21",98,180.0,manganelo.com,0.32292628288269043,https://manganelo.com/manga/pharaohs_first_favorite_queen,"Fantasy,Romance,Shoujo",Ongoing,3.32,https://avt.mkklcdnv6temp.com/34/s/21-1594694558.jpg
Love Is Full Of Thorns,Chapter 82,"Jan 27,21",98,180.0,manganelo.com,0.3027803897857666,https://manganelo.com/manga/np923634,"Comedy,Drama,Romance,Shoujo",Ongoing,4.35,https://avt.mkklcdnv6temp.com/43/k/21-1596390787.jpg
Kirameki No Lion Boy,Vol.8 Chapter 29,"Jan 27,21",98,180.0,manganelo.com,0.3155956268310547,https://manganelo.com/manga/zt921985,"Drama,Romance",Ongoing,4.51,https://avt.mkklcdnv6temp.com/26/t/20-1583502059.jpg
Hallym Gymnasium,Chapter 7: Chapter 7,"Jan 27,21",98,180.0,manganelo.com,0.2777078151702881,https://manganelo.com/manga/zx925288,Action,Ongoing,4.44,https://avt.mkklcdnv6temp.com/10/v/23-1611719784.jpg
Web-Ban Working!!,Chapter 111: End,"Jan 27,21",98,180.0,manganelo.com,0.31644177436828613,https://manganelo.com/manga/webban_working1,"Comedy,Romance,Seinen,Slice of life",Ongoing,4.62,https://avt.mkklcdnv6temp.com/4/j/14-1583489842.jpg
Can You Operate On Love?,Chapter 5,"Jan 27,21",98,180.0,manganelo.com,0.2756216526031494,https://manganelo.com/manga/ex925289,"Romance,Yaoi",Ongoing,4.28,https://avt.mkklcdnv6temp.com/10/w/23-1611720683.jpg
My Super Cute Childhood Friend Is Too Clingy,Chapter 3,"Jan 27,21",98,180.0,manganelo.com,0.2711496353149414,https://manganelo.com/manga/vq925291,"Romance,Slice of life",Ongoing,3.42,https://avt.mkklcdnv6temp.com/10/y/23-1611720685.jpg
A Pair Of Otakus,Chapter 34,"Jan 27,21",98,180.0,manganelo.com,0.30938267707824707,https://manganelo.com/manga/iu917535,"Comedy,Drama,Romance,School life,Shounen ai,Webtoons",Ongoing,4.09,https://avt.mkklcdnv6temp.com/12/k/17-1583495714.jpg
"Mushoku Tensei ~Even If It's A 4-Koma, I'll Get Serious~",Chapter 5,"Jan 27,21",98,180.0,manganelo.com,0.31319117546081543,https://manganelo.com/manga/pp925292,"Action,Comedy,Fantasy",Ongoing,4.6,https://avt.mkklcdnv6temp.com/10/z/23-1611720687.jpg
Mugen No Gunkan Yamato,Chapter 4: Isoroku Yamamoto,"Jan 27,21",98,180.0,manganelo.com,0.31141090393066406,https://manganelo.com/manga/kg925232,"Action,Historical,Seinen,Supernatural",Ongoing,4.1,https://avt.mkklcdnv6temp.com/8/p/23-1611114946.jpg
Talented Genius,Chapter 146,"Jan 27,21",98,180.0,manganelo.com,0.31365299224853516,https://manganelo.com/manga/jv917801,"Action,Adventure,Comedy,Drama,Ecchi,Martial arts,Seinen",Ongoing,4.32,https://avt.mkklcdnv6temp.com/22/i/17-1583496061.jpg
Yonakano Reijini Haremu Wo,Chapter 34: A Harem For Yonakano Reiji,"Jan 27,21",98,180.0,manganelo.com,0.28978443145751953,https://manganelo.com/manga/yonakano_reijini_haremu_wo,"Comedy,Harem,Romance,Shounen",Ongoing,4.72,https://avt.mkklcdnv6temp.com/15/i/16-1583494024.jpg
Reversed Love Route,Chapter 16,"Jan 27,21",98,180.0,manganelo.com,0.28577470779418945,https://manganelo.com/manga/vs924138,"Comedy,Romance,Webtoons",Ongoing,4.3,https://avt.mkklcdnv6temp.com/13/o/22-1600232954.jpg
I'm Not A Lolicon!,Vol.3 Chapter 19: Communication Breakdown,"Jan 27,21",98,180.0,manganelo.com,0.35599660873413086,https://manganelo.com/manga/wg922197,"Comedy,Romance",Ongoing,3.74,https://avt.mkklcdnv6temp.com/34/u/20-1583502371.jpg
Phantom In The Twilight,Vol.1 Chapter 7: A Bond And A Teacup,"Jan 28,21",98,180.0,manganelo.com,0.30803513526916504,https://manganelo.com/manga/zc921930,"Action,Comedy,Drama,Fantasy,Horror,Mystery,Romance",Ongoing,4.68,https://avt.mkklcdnv6temp.com/24/r/20-1583501975.jpg
Addicted To Curry,Chapter 137: The Day Before Battle And The Determination Of The Two Men,"Jan 27,21",98,180.0,manganelo.com,0.2792520523071289,https://manganelo.com/manga/addicted_to_curry,"Comedy,Mature,Romance,Seinen,Slice of life",Ongoing,4.65,https://avt.mkklcdnv6temp.com/50/z/2-1583467663.jpg
Pashiri Na Boku To Koi Suru Banchou-San,Chapter 77: End,"Jan 28,21",98,180.0,manganelo.com,0.3065521717071533,https://manganelo.com/manga/pashiri_na_boku_to_koi_suru_banchousan,"Comedy,Romance,School life,Seinen,Slice of life",Ongoing,4.74,https://avt.mkklcdnv6temp.com/20/n/16-1583494207.jpg
Bungou Stray Dogs Beast,Chapter 12,"Jan 28,21",98,180.0,manganelo.com,0.4497110843658447,https://manganelo.com/manga/qw922459,"Action,Drama,Mystery,Seinen,Supernatural",Ongoing,4.75,https://avt.mkklcdnv6temp.com/44/u/20-1584286467.jpg
Magi Craft Meister,Chapter 31: Revenger,"Jan 25,21",99,180.0,manganelo.com,0.29259824752807617,https://manganelo.com/manga/magi_craft_meister,"Action,Adventure,Drama,Fantasy,Harem,Mecha,Romance,Sci fi,Shounen,Slice of life,Supernatural",Ongoing,4.62,https://avt.mkklcdnv6temp.com/43/m/15-1583493222.jpg
Yojouhan Isekai Kouryuuki,Chapter 14: Lust Unleashed Upon The 4 ½ Tatami Room,"Jan 28,21",98,180.0,manganelo.com,0.31926846504211426,https://manganelo.com/manga/mn925262,"Comedy,Fantasy,Slice of life",Ongoing,3.24,https://avt.mkklcdnv6temp.com/9/t/23-1611503975.jpg
My Cute Little Kitten,Chapter 11,"Jan 25,21",99,180.0,manganelo.com,0.2731771469116211,https://manganelo.com/manga/my_cute_little_kitten,"Shoujo ai,Slice of life,Yuri",Ongoing,4.64,https://avt.mkklcdnv6temp.com/25/k/15-1583492368.jpg
It’S Too Hard To Chase The Tsundere Prince,Chapter 219,"Jan 25,21",99,180.0,manganelo.com,0.3054213523864746,https://manganelo.com/manga/ga918796,"Action,Adventure,Drama,Romance",Ongoing,4.48,https://avt.mkklcdnv6temp.com/8/m/18-1583497412.jpg
Reckoning,Chapter 33,"Jan 25,21",99,180.0,manganelo.com,0.31754589080810547,https://manganelo.com/manga/reckoning,"Action,Mystery,Sci fi",Ongoing,4.3,https://avt.mkklcdnv6temp.com/43/p/15-1583493226.jpg
West-North's Grim Reaper,Chapter 28: Temporary Leave (1),"Jan 25,21",99,180.0,manganelo.com,0.3002462387084961,https://manganelo.com/manga/westnorths_grim_reaper,"Action,Drama,Fantasy,School life,Webtoons",Ongoing,4.58,https://avt.mkklcdnv6temp.com/16/m/1-1583464334.jpg
Fate/grand Order -Turas Réalta-,Vol.8 Chapter 32: Third Singularity - Final Verse: ‘To The End Of The Dream’,"Jan 25,21",99,180.0,manganelo.com,0.2935152053833008,https://manganelo.com/manga/xs918334,"Action,Adventure,Fantasy,Historical,Shounen,Supernatural",Ongoing,4.54,https://avt.mkklcdnv6temp.com/42/h/17-1583496784.jpg
The Worst Princes' Battle Over Giving Up The Imperial Throne,Chapter 7,"Jan 25,21",99,180.0,manganelo.com,0.3128044605255127,https://manganelo.com/manga/me925128,"Action,Comedy,Fantasy",Ongoing,4.72,https://avt.mkklcdnv6temp.com/4/j/23-1610261000.jpg
The Wicked Queen,Vol.3 Chapter 43,"Jan 25,21",99,180.0,manganelo.com,0.2944931983947754,https://manganelo.com/manga/ew919258,"Drama,Historical,Romance,Shoujo,Webtoons",Ongoing,4.6,https://avt.mkklcdnv6temp.com/25/p/18-1583498084.jpg
"My Husband: Come On, Honey!",Chapter 56,"Jan 26,21",99,180.0,manganelo.com,0.3073725700378418,https://manganelo.com/manga/di922105,"Drama,Romance,Webtoons",Ongoing,3.82,https://avt.mkklcdnv6temp.com/31/g/20-1583502228.jpg
Desert 9,Chapter 6: You Fool,"Jan 26,21",99,180.0,manganelo.com,0.37511706352233887,https://manganelo.com/manga/lu924952,"Action,Adventure,Fantasy,Shounen",Ongoing,4.74,https://avt.mkklcdnv6temp.com/47/a/22-1608267923.jpg
A Butterfly Metamorphoses Three Times,Chapter 7,"Jan 25,21",99,180.0,manganelo.com,0.2859334945678711,https://manganelo.com/manga/ii924132,"Drama,Romance,Slice of life,Webtoons",Ongoing,4.21,https://avt.mkklcdnv6temp.com/13/i/22-1600231509.jpg
